"","order_entered","site","date","tide","investigator","recorded_fish_id","id","phylum","subphylum","class","subclass","superorder","order","suborder","infraorder","superfamily","family","genus","species","group","common_name","diversity","taxa","zone_trophic","zone","count","empty","notes","entered","checked","site_code","fish_id","month","season","sex","tl_mm","sl_mm","lifestage"
"130",64,"R Beach",2020-07-20,"Spring","Madden",159,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",3,"No","1 megalope partial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_159",7,"Summer","Male",176,137,"Adult"
"131",69,"R Beach",2020-07-20,"Spring","Madden",160,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",3,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_160",7,"Summer","Male",154,120,"Juvenile"
"132",73,"R Beach",2020-07-20,"Spring","Madden",161,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",9,"No","1 megalope, 4 nematodes","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_161",7,"Summer","Male",175,140,"Adult"
"133",78,"R Beach",2020-07-20,"Spring","Beresford",162,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","1 nematode","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_162",7,"Summer","Female",164,127,"Juvenile"
"134",84,"R Beach",2020-07-20,"Spring","Madden",163,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","partial, very broken up","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_163",7,"Summer","Female",270,214,"Adult"
"135",89,"R Beach",2020-07-20,"Spring","Madden",164,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","1 megalope","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_164",7,"Summer","Male",162,126,"Juvenile"
"136",93,"R Beach",2020-07-20,"Spring","Beresford",165,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",5,"No","ovigerous (eggs present)","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_165",7,"Summer","Male",175,137,"Adult"
"137",99,"R Beach",2020-07-20,"Spring","Beresford",167,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","1 Nematode, 1 acanthacephalon","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_167",7,"Summer","Female",160,125,"Juvenile"
"138",103,"R Beach",2020-07-20,"Spring","Beresford",168,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_168",7,"Summer","Female",174,135,"Adult"
"139",110,"R Beach",2020-07-20,"Spring","Beresford",170,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","1 acanthacephalon, trematodes","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_170",7,"Summer","Female",161,126,"Juvenile"
"140",111,"R Beach",2020-07-20,"Spring","Beresford",171,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","trematodes","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_171",7,"Summer","Male",183,144,"Adult"
"141",115,"R Beach",2020-07-20,"Spring","Beresford",173,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","2 nematodes, in scintillation vial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_173",7,"Summer","Female",245,195,"Adult"
"142",119,"R Beach",2020-07-20,"Spring","Beresford",174,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",7,"No","in scintillation vial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_174",7,"Summer","Male",239,187,"Adult"
"143",122,"R Beach",2020-07-20,"Spring","Beresford",175,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","trematodes","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_175",7,"Summer","Male",166,130,"Adult"
"144",123,"R Beach",2020-07-20,"Spring","Madden",176,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","1 is just a large leg, other is measured","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_176",7,"Summer","Female",115,90,"Juvenile"
"145",126,"R Beach",2020-07-20,"Spring","Beresford",177,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_177",7,"Summer","Female",114,91,"Juvenile"
"146",127,"R Beach",2020-07-20,"Spring","Beresford",178,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_178",7,"Summer","Male",100,79,"Juvenile"
"147",181,"Percos",2020-07-26,NA,"Madden",182,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",27,"No","27 heads, 24 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_182",7,"Summer","Male",177,138,"Adult"
"148",186,"Percos",2020-07-26,NA,"Madden",183,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",33,"No","30 telson, 33 heads","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_183",7,"Summer","Male",220,175,"Adult"
"149",188,"Percos",2020-07-26,NA,"Madden",184,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",40,"No","37 telson, 40 heads","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_184",7,"Summer","Male",182,146,"Adult"
"150",191,"Percos",2020-07-26,NA,"Madden",189,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","2 heads, 2 telson; 2 acanthocephala","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_189",7,"Summer","Female",280,222,"Adult"
"151",196,"Percos",2020-07-26,NA,"Madden",200,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",18,"No","18 heads, 16 telson; eggs present","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_200",7,"Summer","Female",226,180,"Adult"
"152",202,"Percos",2020-07-26,NA,"Madden",204,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",27,"No","27 heads, 25 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_204",7,"Summer","Male",193,149,"Adult"
"153",198,"Percos",2020-07-26,NA,"Madden",208,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","eggs present","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_208",7,"Summer","Male",218,173,"Adult"
"154",194,"Percos",2020-07-26,NA,"Madden",209,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",41,"No","41 heads, 40 telson; 1 acanthocephala","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_209",7,"Summer","Male",277,222,"Adult"
"155",195,"Percos",2020-07-26,NA,"Madden",210,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","2 heads, 2 telson; 3 acanthocephala","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_210",7,"Summer","Female",270,216,"Adult"
"156",201,"Percos",2020-07-26,NA,"Madden",211,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",7,"No","7 heads, 5 telson; eggs present","JM 1/28/2021","JM 2/16/2021",1,"1_2020-07-26_211",7,"Summer","Female",215,172,"Adult"
"157",219,"R Beach",2020-10-09,NA,"Madden",206,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","2 heads, 1 telson","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_206",10,"Fall","Male",215,170,"Adult"
"158",207,"R Beach",2020-10-09,NA,"Madden",209,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No","megalope","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_209",10,"Fall","Male",276,219,"Adult"
"159",215,"R Beach",2020-10-09,NA,"Madden",210,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",25,"No","25 heads, 22 telson","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_210",10,"Fall","Male",232,182,"Adult"
"160",220,"R Beach",2020-10-09,NA,"Madden",219,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",53,"No","49 heads, 53 telson","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_219",10,"Fall","Female",197,160,"Adult"
"161",225,"R Beach",2020-10-09,NA,"Madden",221,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",1,"No","1 head, 1 telson","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_221",10,"Fall","Female",187,146,"Adult"
"162",226,"R Beach",2020-10-09,NA,"Madden",225,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",3,"No","4 heads, 1 telson","JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_225",10,"Fall","Male",165,131,"Adult"
"163",223,"R Beach",2020-10-09,NA,"Madden",235,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",2,"No",NA,"JM 1/28/2021","JM 2/16/2021",3,"3_2020-10-09_235",10,"Fall","Male",200,158,"Adult"
"164",138,"Percos",2020-10-16,NA,"Madden",300,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",8,"No","8 heads, 5 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_300",10,"Fall","Male",262,207,"Adult"
"165",167,"Percos",2020-10-16,NA,"Madden",309,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",5,"No","5 heads, 4 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_309",10,"Fall","Male",195,154,"Adult"
"166",158,"Percos",2020-10-16,NA,"Madden",310,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",11,"No","11 heads, 9 telson; 3 acanthocephala","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_310",10,"Fall","Female",205,167,"Adult"
"167",155,"Percos",2020-10-16,NA,"Madden",311,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",23,"No","23 heads, 22 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_311",10,"Fall","Male",243,187,"Adult"
"168",153,"Percos",2020-10-16,NA,"Madden",312,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",13,"No","13 heads, 12 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_312",10,"Fall","Male",245,193,"Adult"
"169",162,"Percos",2020-10-16,NA,"Madden",313,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",7,"No","7 heads, 6 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_313",10,"Fall","Female",200,155,"Adult"
"170",134,"Percos",2020-10-16,NA,"Madden",315,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",3,"No","3 heads, 3 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_315",10,"Fall","Male",266,212,"Adult"
"171",147,"Percos",2020-10-16,NA,"Madden",316,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",9,"No","7 heads, 9 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_316",10,"Fall","Male",255,204,"Adult"
"172",174,"Percos",2020-10-16,NA,"Madden",318,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",6,"No","6 heads, 6 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_318",10,"Fall","Female",186,145,"Adult"
"173",180,"Percos",2020-10-16,NA,"Madden",321,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Sand crab","Sand crab","Beach suspension feeder","Beach",3,"No","3 heads, 2 telson","JM 1/28/2021","JM 2/16/2021",1,"1_2020-10-16_321",10,"Fall","Male",174,136,"Adult"
"174",318,"Refugio",2019-06-27,NA,"Beresford",32,"Emerita analoga","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Hippidae","Emerita","analoga","Decapod","Sand crab","Emerita","Sand crab","Beach suspension feeder","Beach",25,"No",NA,"LB","JM 2/16/2021",2,"2_2019-06-27_32",6,"Summer","Female",220,173,"Adult"
"175",43,"R Beach",2020-07-20,"Spring","Madden",152,"Blepharipoda occidentalis","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Albuneidae","Blepharipoda","occidentalis","Decapod","Spiny sand crab","Blepharipoda","Spiny sand crab","Beach suspension feeder","Beach",1,"No","3 nematodes; partial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_152",7,"Summer","Female",231,184,"Adult"
"176",113,"R Beach",2020-07-20,"Spring","Beresford",173,"Blepharipoda occidentalis","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Albuneidae","Blepharipoda","occidentalis","Decapod","Spiny sand crab","Blepharipoda","Spiny sand crab","Beach suspension feeder","Beach",1,"No","2 nematodes, in scintillation vial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_173",7,"Summer","Female",245,195,"Adult"
"177",117,"R Beach",2020-07-20,"Spring","Beresford",174,"Blepharipoda occidentalis","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Eucarida","Decapoda","Pleocyemata","Anomura","Hippoidea","Albuneidae","Blepharipoda","occidentalis","Decapod","Spiny sand crab","Blepharipoda","Spiny sand crab","Beach suspension feeder","Beach",1,"No","partial","JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_174",7,"Summer","Male",239,187,"Adult"
"178",350,"Percos",2019-07-23,NA,"Beresford",48,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",3,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_48",7,"Summer","Juvenile",85,66,"Juvenile"
"179",353,"Percos",2019-07-23,NA,"Beresford",49,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",4,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_49",7,"Summer","Juvenile",86,67,"Juvenile"
"180",5,"R Beach",2020-07-14,"Neap","Madden",131,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",2,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_131",7,"Summer","Juvenile",70,55,"Juvenile"
"181",34,"R Beach",2020-07-14,"Neap","Madden",150,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",7,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_150",7,"Summer","Juvenile",75,59,"Juvenile"
"182",39,"R Beach",2020-07-14,"Spring","Beresford",151,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",3,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_151",7,"Summer","Juvenile",69,53,"Juvenile"
"183",48,"R Beach",2020-07-20,"Spring","Madden",154,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_154",7,"Summer","Female",88,68,"Juvenile"
"184",128,"R Beach",2020-07-20,"Spring","Beresford",179,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",3,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_179",7,"Summer","Female",98,75,"Juvenile"
"185",131,"R Beach",2020-07-20,"Spring","Beresford",181,"Cumacean","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Cumacea","NA","NA","NA","NA","NA","NA","Cumacea","Cumacea","Cumacean","Cumacean","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_181",7,"Summer","Male",79,60,"Juvenile"
"186",324,"Percos",2019-07-23,NA,"Beresford",36,"Sipunculid","Sipuncula","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sipunculid","Sipunculid","Sipunculid","Sipunculid","Other marine","Marine",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_36",7,"Summer","Male",298,244,"Adult"
"187",3,"R Beach",2020-07-14,"Neap","Madden",129,"Sipunculid","Sipuncula","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sipunculid","Sipunculid","Sipunculid","Sipunculid","Other marine","Marine",3,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-14_129",7,"Summer","Female",171,134,"Adult"
"188",108,"R Beach",2020-07-20,"Spring","Madden",169,"Sipunculid","Sipuncula","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Sipunculid","Sipunculid","Sipunculid","Sipunculid","Other marine","Marine",1,"No",NA,"JM 9/16/2020","JM 2/16/2021",3,"3_2020-07-20_169",7,"Summer","Female",176,136,"Adult"
"189",349,"Percos",2019-07-23,NA,"Beresford",48,"Caprellid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Senticaudata","Corophiida","Caprelloidea","Caprellidae","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_48",7,"Summer","Juvenile",85,66,"Juvenile"
"190",352,"Percos",2019-07-23,NA,"Beresford",49,"Caprellid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Senticaudata","Corophiida","Caprelloidea","Caprellidae","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",2,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_49",7,"Summer","Juvenile",86,67,"Juvenile"
"191",348,"Percos",2019-07-23,NA,"Beresford",48,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",5,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_48",7,"Summer","Juvenile",85,66,"Juvenile"
"192",351,"Percos",2019-07-23,NA,"Beresford",49,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",7,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_49",7,"Summer","Juvenile",86,67,"Juvenile"
"193",356,"Percos",2019-07-23,NA,"Beresford",50,"Gammarid amphipod","Arthropoda","Crustacea","Malacostraca","Eumalacostraca","Peracarida","Amphipoda","Gammaridea","NA","NA","NA","NA","NA","Amphipod","Amphipod","Marine amphipod","Marine amphipod","Other marine","Marine",1,"No",NA,"LB","JM 2/16/2021",1,"1_2019-07-23_50",7,"Summer","Juvenile",85,61,"Juvenile"
